,single_q,double_q,spaces,braces,badwords,Cluster
61,0,0,0,0,0,Cluster 0
62,0,0,0,0,0,Cluster 0
63,0,0,0,0,0,Cluster 0
64,0,0,0,0,0,Cluster 0
65,0,0,0,0,0,Cluster 0
66,0,0,0,0,0,Cluster 0
67,0,0,0,0,0,Cluster 0
68,0,0,0,0,0,Cluster 0
69,0,0,0,0,0,Cluster 0
70,0,0,0,0,0,Cluster 0
71,0,0,0,0,0,Cluster 0
72,0,0,0,0,0,Cluster 0
73,0,0,0,0,0,Cluster 0
74,0,0,0,0,0,Cluster 0
75,0,0,0,0,0,Cluster 0
76,0,0,0,0,0,Cluster 0
77,0,0,0,0,0,Cluster 0
78,0,0,0,0,0,Cluster 0
79,0,0,0,0,0,Cluster 0
80,0,0,0,0,0,Cluster 0
81,0,0,0,0,0,Cluster 0
82,0,0,0,0,0,Cluster 0
83,0,0,0,0,0,Cluster 0
84,0,0,0,0,0,Cluster 0
85,0,0,0,0,0,Cluster 0
86,0,0,0,0,0,Cluster 0
87,0,0,0,0,0,Cluster 0
88,0,0,0,0,0,Cluster 0
89,0,0,0,0,0,Cluster 0
90,0,0,0,0,0,Cluster 0
91,0,0,0,0,0,Cluster 0
92,0,0,0,0,0,Cluster 0
93,0,0,0,0,0,Cluster 0
94,0,0,0,0,0,Cluster 0
95,0,0,0,0,0,Cluster 0
96,0,0,0,0,0,Cluster 0
97,0,0,0,0,0,Cluster 0
98,0,0,0,0,0,Cluster 0
99,0,0,0,0,0,Cluster 0
100,0,0,0,0,0,Cluster 0
101,0,0,0,0,0,Cluster 0
102,0,0,0,0,0,Cluster 0
103,0,0,0,0,0,Cluster 0
104,0,0,0,0,0,Cluster 0
105,0,0,0,0,0,Cluster 0
106,0,0,0,0,0,Cluster 0
107,0,0,0,0,0,Cluster 0
108,0,0,0,0,0,Cluster 0
109,0,0,0,0,0,Cluster 0
110,0,0,0,0,0,Cluster 0
111,0,0,0,0,0,Cluster 0
112,0,0,0,0,0,Cluster 0
113,0,0,0,0,0,Cluster 0
114,0,0,0,0,0,Cluster 0
115,0,0,0,0,0,Cluster 0
116,0,0,0,0,0,Cluster 0
117,0,0,0,0,0,Cluster 0
118,0,0,0,0,0,Cluster 0
119,0,0,0,0,0,Cluster 0
120,0,0,0,0,0,Cluster 0
121,0,0,0,0,0,Cluster 0
122,0,0,0,0,0,Cluster 0
123,0,0,0,0,0,Cluster 0
124,0,0,0,0,0,Cluster 0
125,0,0,0,0,0,Cluster 0
126,0,0,0,0,0,Cluster 0
127,0,0,0,0,0,Cluster 0
128,0,0,0,0,0,Cluster 0
129,0,0,0,0,0,Cluster 0
130,0,0,0,0,0,Cluster 0
131,0,0,0,0,0,Cluster 0
132,0,0,0,0,0,Cluster 0
133,0,0,0,0,0,Cluster 0
134,0,0,0,0,0,Cluster 0
135,0,0,0,0,0,Cluster 0
136,0,0,0,0,0,Cluster 0
137,0,0,0,0,0,Cluster 0
138,0,0,0,0,0,Cluster 0
139,0,0,0,0,0,Cluster 0
140,0,0,0,0,0,Cluster 0
141,0,0,0,0,0,Cluster 0
142,0,0,0,0,0,Cluster 0
143,0,0,0,0,0,Cluster 0
144,0,0,0,0,0,Cluster 0
145,0,0,0,0,0,Cluster 0
146,0,0,0,0,0,Cluster 0
147,0,0,0,0,0,Cluster 0
148,0,0,0,0,0,Cluster 0
149,0,0,0,0,0,Cluster 0
150,0,0,0,0,0,Cluster 0
151,0,0,0,0,0,Cluster 0
152,0,0,0,0,0,Cluster 0
153,0,0,0,0,0,Cluster 0
154,0,0,0,0,0,Cluster 0
155,0,0,0,0,0,Cluster 0
156,0,0,0,0,0,Cluster 0
157,0,0,0,0,0,Cluster 0
158,0,0,0,0,0,Cluster 0
159,0,0,0,0,0,Cluster 0
160,0,0,0,0,0,Cluster 0
161,0,0,0,0,0,Cluster 0
162,0,0,0,0,0,Cluster 0
163,0,0,0,0,0,Cluster 0
164,0,0,0,0,0,Cluster 0
165,0,0,0,0,0,Cluster 0
166,0,0,0,0,0,Cluster 0
167,0,0,0,0,0,Cluster 0
168,0,0,0,0,0,Cluster 0
169,0,0,0,0,0,Cluster 0
170,0,0,0,0,0,Cluster 0
171,0,0,0,0,0,Cluster 0
172,0,0,0,0,0,Cluster 0
173,0,0,0,0,0,Cluster 0
174,0,0,0,0,0,Cluster 0
175,0,0,0,0,0,Cluster 0
176,0,0,0,0,0,Cluster 0
177,0,0,0,0,0,Cluster 0
178,0,0,0,0,0,Cluster 0
179,0,0,0,0,0,Cluster 0
180,0,0,0,0,0,Cluster 0
181,0,0,0,0,0,Cluster 0
182,0,0,0,0,0,Cluster 0
183,0,0,0,0,0,Cluster 0
184,0,0,0,0,0,Cluster 0
185,0,0,0,0,0,Cluster 0
186,0,0,0,0,0,Cluster 0
187,0,0,0,0,0,Cluster 0
188,0,0,0,0,0,Cluster 0
189,0,0,0,0,0,Cluster 0
190,0,0,0,0,0,Cluster 0
191,0,0,0,0,0,Cluster 0
192,0,0,0,0,0,Cluster 0
193,0,0,0,0,0,Cluster 0
194,0,0,0,0,0,Cluster 0
195,0,0,0,0,0,Cluster 0
196,0,0,0,0,0,Cluster 0
197,0,0,0,0,0,Cluster 0
198,0,0,0,0,0,Cluster 0
199,0,0,0,0,0,Cluster 0
200,0,0,0,0,0,Cluster 0
201,0,0,0,0,0,Cluster 0
202,0,0,0,0,0,Cluster 0
203,0,0,0,0,0,Cluster 0
204,0,0,0,0,0,Cluster 0
205,0,0,0,0,0,Cluster 0
206,0,0,0,0,0,Cluster 0
207,0,0,0,0,0,Cluster 0
208,0,0,0,0,0,Cluster 0
209,0,0,0,0,0,Cluster 0
210,0,0,0,0,0,Cluster 0
211,0,0,0,0,0,Cluster 0
212,0,0,0,0,0,Cluster 0
213,0,0,0,0,0,Cluster 0
214,0,0,0,0,0,Cluster 0
215,0,0,0,0,0,Cluster 0
216,0,0,0,0,0,Cluster 0
217,0,0,0,0,0,Cluster 0
218,0,0,0,0,0,Cluster 0
219,0,0,0,0,0,Cluster 0
220,0,0,0,0,0,Cluster 0
221,0,0,0,0,0,Cluster 0
222,0,0,0,0,0,Cluster 0
223,0,0,0,0,0,Cluster 0
224,0,0,0,0,0,Cluster 0
225,0,0,0,0,0,Cluster 0
226,0,0,0,0,0,Cluster 0
227,0,0,0,0,0,Cluster 0
228,0,0,0,0,0,Cluster 0
229,0,0,0,0,0,Cluster 0
230,0,0,0,0,0,Cluster 0
231,0,0,0,0,0,Cluster 0
232,0,0,0,0,0,Cluster 0
233,0,0,0,0,0,Cluster 0
234,0,0,0,0,0,Cluster 0
235,0,0,0,0,0,Cluster 0
236,0,0,0,0,0,Cluster 0
237,0,0,0,0,0,Cluster 0
238,0,0,0,0,0,Cluster 0
239,0,0,0,0,0,Cluster 0
240,0,0,0,0,0,Cluster 0
241,0,0,0,0,0,Cluster 0
242,0,0,0,0,0,Cluster 0
243,0,0,0,0,0,Cluster 0
244,0,0,0,0,0,Cluster 0
245,0,0,0,0,0,Cluster 0
246,0,0,0,0,0,Cluster 0
247,0,0,0,0,0,Cluster 0
248,0,0,0,0,0,Cluster 0
249,0,0,0,0,0,Cluster 0
250,0,0,0,0,0,Cluster 0
251,0,0,0,0,0,Cluster 0
252,0,0,0,0,0,Cluster 0
253,0,0,0,0,0,Cluster 0
254,0,0,0,0,0,Cluster 0
255,0,0,0,0,0,Cluster 0
256,0,0,0,0,0,Cluster 0
257,0,0,0,0,0,Cluster 0
258,0,0,0,0,0,Cluster 0
259,0,0,0,0,0,Cluster 0
260,0,0,0,0,0,Cluster 0
261,0,0,0,0,0,Cluster 0
262,0,0,0,0,0,Cluster 0
263,0,0,0,0,0,Cluster 0
264,0,0,0,0,0,Cluster 0
265,0,0,0,0,0,Cluster 0
266,0,0,0,0,0,Cluster 0
267,0,0,0,0,0,Cluster 0
268,0,0,0,0,0,Cluster 0
269,0,0,0,0,0,Cluster 0
270,0,0,0,0,0,Cluster 0
271,0,0,0,0,0,Cluster 0
272,0,0,0,0,0,Cluster 0
273,0,0,0,0,0,Cluster 0
274,0,0,0,0,0,Cluster 0
275,0,0,0,0,0,Cluster 0
276,0,0,0,0,0,Cluster 0
277,0,0,0,0,0,Cluster 0
278,0,0,0,0,0,Cluster 0
279,0,0,0,0,0,Cluster 0
280,0,0,0,0,0,Cluster 0
281,0,0,0,0,0,Cluster 0
282,0,0,0,0,0,Cluster 0
283,0,0,0,0,0,Cluster 0
284,0,0,0,0,0,Cluster 0
285,0,0,0,0,0,Cluster 0
286,0,0,0,0,0,Cluster 0
287,0,0,0,0,0,Cluster 0
288,0,0,0,0,0,Cluster 0
289,0,0,0,0,0,Cluster 0
290,0,0,0,0,0,Cluster 0
291,0,0,0,0,0,Cluster 0
292,0,0,0,0,0,Cluster 0
293,0,0,0,0,0,Cluster 0
294,0,0,0,0,0,Cluster 0
295,0,0,0,0,0,Cluster 0
296,0,0,0,0,0,Cluster 0
297,0,0,0,0,0,Cluster 0
298,0,0,0,0,0,Cluster 0
299,0,0,0,0,0,Cluster 0
300,0,0,0,0,0,Cluster 0
301,0,0,0,0,0,Cluster 0
302,0,0,0,0,0,Cluster 0
303,0,0,0,0,0,Cluster 0
304,0,0,0,0,0,Cluster 0
305,0,0,0,0,0,Cluster 0
306,0,0,0,0,0,Cluster 0
307,0,0,0,0,0,Cluster 0
308,0,0,0,0,0,Cluster 0
309,0,0,0,0,0,Cluster 0
310,0,0,0,0,0,Cluster 0
311,0,0,0,0,0,Cluster 0
312,0,0,0,0,0,Cluster 0
313,0,0,0,0,0,Cluster 0
314,0,0,0,0,0,Cluster 0
315,0,0,0,0,0,Cluster 0
316,0,0,0,0,0,Cluster 0
317,0,0,0,0,0,Cluster 0
318,0,0,0,0,0,Cluster 0
319,0,0,0,0,0,Cluster 0
320,0,0,0,0,0,Cluster 0
321,1,0,3,0,0,Cluster 1
322,0,3,0,3,1,Cluster 1
323,1,1,2,1,1,Cluster 1
324,0,0,1,2,0,Cluster 1
325,2,1,0,0,0,Cluster 1
326,0,3,0,2,1,Cluster 1
327,2,0,2,11,1,Cluster 1
328,0,2,0,0,0,Cluster 0
329,4,3,1,0,2,Cluster 1
330,2,0,2,1,2,Cluster 1
331,1,0,0,0,0,Cluster 0
332,0,11,0,3,3,Cluster 1
333,0,1,3,0,0,Cluster 1
334,1,1,3,0,0,Cluster 1
335,0,1,0,0,2,Cluster 0
336,0,0,0,0,1,Cluster 0
337,0,1,0,4,0,Cluster 1
338,1,0,1,1,2,Cluster 1
339,0,0,0,1,0,Cluster 0
340,0,2,1,1,2,Cluster 1
341,0,3,3,1,0,Cluster 1
342,0,3,1,0,1,Cluster 1
343,0,1,2,1,2,Cluster 1
344,0,2,0,1,2,Cluster 1
345,0,0,1,0,2,Cluster 0
346,0,1,1,1,0,Cluster 1
347,1,0,2,0,2,Cluster 1
348,0,0,2,0,0,Cluster 0
349,0,2,2,1,0,Cluster 1
350,1,1,1,1,1,Cluster 1
351,2,1,0,2,0,Cluster 1
352,0,0,2,0,1,Cluster 0
353,1,1,0,2,0,Cluster 1
354,0,1,11,1,5,Cluster 1
355,0,2,1,0,3,Cluster 1
356,1,1,0,0,0,Cluster 0
357,0,0,1,1,0,Cluster 0
358,0,1,1,2,0,Cluster 1
359,1,0,1,0,1,Cluster 0
360,0,1,1,0,0,Cluster 0
361,0,1,0,1,1,Cluster 0
362,0,0,1,0,1,Cluster 0
363,1,1,1,0,0,Cluster 1
364,0,1,0,1,0,Cluster 0
365,1,1,1,0,3,Cluster 1
366,0,1,0,1,0,Cluster 0
367,0,1,1,0,4,Cluster 1
368,1,1,4,0,0,Cluster 1
369,0,1,0,2,1,Cluster 1
370,1,1,1,0,1,Cluster 1
371,0,0,2,2,0,Cluster 1
372,0,2,3,0,0,Cluster 1
373,0,1,0,2,0,Cluster 1
374,2,0,1,0,0,Cluster 1
375,0,1,1,1,0,Cluster 1
376,2,0,2,1,0,Cluster 1
377,0,1,0,0,1,Cluster 0
378,0,1,4,1,0,Cluster 1
379,0,0,0,0,1,Cluster 0
380,1,1,1,2,10,Cluster 1
381,0,0,1,1,1,Cluster 0
382,0,0,0,1,1,Cluster 0
383,2,2,1,0,0,Cluster 1
384,0,0,1,1,2,Cluster 1
385,0,0,0,1,0,Cluster 0
386,0,1,1,0,2,Cluster 1
387,1,0,2,0,0,Cluster 1
388,1,0,0,0,0,Cluster 0
389,1,1,2,0,2,Cluster 1
390,0,1,0,0,0,Cluster 0
391,2,0,1,0,3,Cluster 1
392,0,0,1,1,1,Cluster 0
393,0,1,0,0,0,Cluster 0
394,1,1,3,2,15,Cluster 1
395,1,1,0,2,3,Cluster 1
396,0,1,2,0,0,Cluster 1
397,1,0,0,2,1,Cluster 1
398,0,1,2,0,1,Cluster 1
399,1,1,1,0,1,Cluster 1
400,1,0,1,0,1,Cluster 0
401,1,0,1,1,1,Cluster 1
402,0,2,1,0,2,Cluster 1
403,0,1,1,0,1,Cluster 0
404,1,1,0,0,3,Cluster 1
405,1,0,1,1,0,Cluster 1
406,1,1,0,1,3,Cluster 1
407,1,0,1,1,3,Cluster 1
408,1,1,0,1,1,Cluster 1
409,0,1,2,0,3,Cluster 1
410,1,0,0,2,1,Cluster 1
411,0,1,0,0,3,Cluster 0
412,0,0,1,1,3,Cluster 1
413,0,1,3,1,1,Cluster 1
414,0,0,0,1,3,Cluster 0
415,1,0,3,0,1,Cluster 1
416,1,0,1,1,3,Cluster 1
417,0,1,0,0,2,Cluster 0
418,1,1,2,2,4,Cluster 1
419,0,1,0,0,0,Cluster 0
420,1,0,1,0,0,Cluster 0
421,0,1,0,1,2,Cluster 1
422,1,1,0,1,2,Cluster 1
423,1,2,1,0,0,Cluster 1
424,0,1,0,0,0,Cluster 0
425,0,1,1,0,0,Cluster 0
426,1,0,1,0,0,Cluster 0
427,0,1,1,1,0,Cluster 1
428,0,0,1,0,1,Cluster 0
429,0,1,1,0,0,Cluster 0
430,0,1,1,0,0,Cluster 0
431,2,1,1,0,1,Cluster 1
432,1,1,1,1,1,Cluster 1
433,2,0,1,1,1,Cluster 1
434,0,2,1,0,0,Cluster 1
435,0,2,3,1,0,Cluster 1
436,0,1,1,0,1,Cluster 0
437,2,2,1,0,0,Cluster 1
438,0,1,0,2,0,Cluster 1
439,1,1,0,2,1,Cluster 1
440,1,0,2,1,1,Cluster 1
441,1,1,2,0,0,Cluster 1
442,1,1,1,1,1,Cluster 1
443,0,2,1,0,2,Cluster 1
444,1,1,1,1,0,Cluster 1
445,0,0,1,3,0,Cluster 1
446,0,1,1,3,0,Cluster 1
447,1,1,3,0,0,Cluster 1
448,2,1,2,0,0,Cluster 1
449,0,2,0,1,1,Cluster 1
450,1,0,2,1,0,Cluster 1
451,0,2,0,3,1,Cluster 1
452,0,0,1,1,1,Cluster 0
453,0,1,0,0,1,Cluster 0
454,1,1,2,0,1,Cluster 1
455,0,1,2,2,0,Cluster 1
456,0,1,4,0,0,Cluster 1
457,1,1,3,0,1,Cluster 1
458,0,0,1,3,1,Cluster 1
459,0,0,3,0,1,Cluster 1
460,0,3,2,0,0,Cluster 1
461,1,1,1,1,1,Cluster 1
462,0,2,1,3,0,Cluster 1
463,1,0,2,0,2,Cluster 1
464,0,1,1,2,0,Cluster 1
465,2,1,0,1,0,Cluster 1
466,0,2,1,2,1,Cluster 1
467,0,3,1,1,1,Cluster 1
468,1,1,2,1,0,Cluster 1
469,2,1,0,2,0,Cluster 1
470,0,0,1,2,2,Cluster 1
471,0,1,1,0,0,Cluster 0
472,1,0,2,0,2,Cluster 1
473,1,0,1,2,0,Cluster 1
474,1,2,2,1,3,Cluster 1
475,1,2,1,2,0,Cluster 1
476,0,2,2,1,0,Cluster 1
477,1,1,1,0,0,Cluster 1
478,0,2,2,0,3,Cluster 1
479,1,1,2,0,2,Cluster 1
480,1,1,2,2,0,Cluster 1
481,0,0,1,2,0,Cluster 1
482,0,2,0,1,3,Cluster 1
483,1,0,1,2,1,Cluster 1
484,0,0,1,2,0,Cluster 1
485,12,0,0,1,0,Cluster 1
486,1,1,0,3,2,Cluster 1
487,0,1,2,2,0,Cluster 1
488,0,0,1,3,0,Cluster 1
489,1,1,2,1,0,Cluster 1
490,1,1,1,1,1,Cluster 1
491,0,1,2,1,1,Cluster 1
492,2,0,1,2,1,Cluster 1
493,1,1,0,0,2,Cluster 1
494,1,3,2,0,0,Cluster 1
495,1,1,0,1,2,Cluster 1
496,1,3,0,0,0,Cluster 1
497,1,0,3,0,2,Cluster 1
498,1,0,2,1,0,Cluster 1
499,1,2,0,1,0,Cluster 1
500,0,1,2,2,0,Cluster 1
501,1,1,0,1,2,Cluster 1
502,1,1,4,0,0,Cluster 1
503,1,1,0,1,0,Cluster 1
504,1,0,1,0,12,Cluster 1
505,1,0,1,3,0,Cluster 1
506,0,1,0,2,3,Cluster 1
507,1,0,4,0,0,Cluster 1
508,1,5,1,1,4,Cluster 1
509,1,2,0,1,0,Cluster 1
510,1,0,1,1,5,Cluster 1
511,1,1,5,0,0,Cluster 1
512,1,0,1,4,4,Cluster 1
513,1,0,4,0,0,Cluster 1
514,0,3,1,6,3,Cluster 1
515,2,0,1,5,11,Cluster 1
516,0,0,1,7,0,Cluster 1
517,0,1,0,1,1,Cluster 0
518,2,1,0,0,1,Cluster 1
519,8,1,0,8,2,Cluster 1
520,1,1,1,0,2,Cluster 1
521,8,1,0,3,0,Cluster 1
522,1,7,0,0,3,Cluster 1
523,0,0,1,0,0,Cluster 0
524,1,0,1,2,0,Cluster 1
525,2,2,1,0,0,Cluster 1
