method,path,body,single_q,double_q,spaces,braces,badwords,class
POST,/ae.pc_click.statweb_ae_click,"{""gmkey"":""CLK"",""gokey"":""st_page_id%3D18e677f00d95ec87c91d2c753636e059a72f12c48d%26ae_project_id%3D180135%26ae_page_type%3Dbest%26ae_object_type%3Dfloor%26ae_button_type%3Dfloor%26ae_page_area%3D%26spm-cnt%3Da2g0o.best.testStatic.categoryaccessories%26ae_object_value%3Dundefined%26spm-url%3D%26ali_apache_track%3D%26jsver%3Daplus_int%26lver%3D8.15.23%26pver%3D0.7.12%26cache%3Dc490044%26page_cna%3DscCEHpJVglgCATElgyf2dlWZ%26_slog%3D0"",""cna"":""scCEHpJVglgCATElgyf2dlWZ"",""_p_url"":""https%3A%2F%2Fbest.aliexpress.com%2F%3Faf%3Damp1250%26dp%3D1711130209400700000%26mfadid%3Dadm%26aff_fcid%3D0122c753790245c3a76e7b6cb02ea969-1711133359131-09328-byrlillA%26aff_fsk%3DbyrlillA%26aff_platform%3Dlink-c-tool%26sk%3DbyrlillA%26aff_trace_key%3D0122c753790245c3a76e7b6cb02ea969-1711133359131-09328-byrlillA%26terminal_id%3D922a9812a5aa44858e0cd94fa25919da%26afSmartRedirect%3Dy"",""spm-cnt"":""a2g0o.best.0.0.4b352c25xbt5qj"",""logtype"":""2""}",0,24,26,2,4,good
GET,/kf/Sa6eafb9f73474a9c9775b0a6f603e31ak.svg,,0,0,21,0,1,good
GET,/kf/Scae484131a174b0c84b458c90ae4a042k.jpg_480x480.jpg_.webp,,0,0,21,0,1,good
GET,/kf/Sadb3cbd2a5d74a499c1f0cb1bd65bb53O.jpg_480x480.jpg_.webp,,0,0,21,0,1,good
GET,/kf/S065aebba40bc456e9d91870b03a6be68U.jpg_480x480.jpg_.webp,,0,0,21,0,1,good
GET,/kf/Sdb2565da1ea84ea8aceaac474b2cf43dM.jpg_480x480.jpg_.webp,,0,0,21,0,1,good
GET,/kf/S4f493cfbbef64a76b15d4123f540e87bh.jpg_480x480.jpg_.webp,,0,0,22,0,1,good
GET,/kf/Sdcd516afa11b4017aa6d0e2c87317eef9.jpg_480x480.jpg_.webp,,0,0,22,0,1,good
GET,/kf/S89a3ffc29baa4073810602614302342eS.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/S311fd82e98a84d699f5b48475b7181c9X.jpeg_480x480.jpeg_.webp,,0,0,23,0,1,good
GET,/kf/See66bdd8b49c410b94320bb4171e0be6Q.jpeg_480x480.jpeg_.webp,,0,0,23,0,1,good
GET,/kf/S5f0f77e1fcf143648ac7ba7bd889ec35g.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/S42febb4b89224faa9c00d3f6a5758b6aZ.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/S331d98740bb44e328cf69622b3d12337k.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/Sd6e0b13f45284ecabb5ffa79b95a6f780.png_.webp,,0,0,23,0,1,good
GET,/kf/S8733907ce4ea4d5f898b7b180d3719feS.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/S48b0d4ab64fe4f72a76d8ac75103359da.jpg_480x480.jpg_.webp,,0,0,23,0,1,good
GET,/kf/S4ebda697634f48c1a3416bfa5bb65a31U.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S2f941a2fa128437e9dc399bc908d9a88P.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S0c4da6263fba45ea84c8f816eee798b3E.png_480x480.png_.webp,,0,0,24,0,1,good
GET,/kf/Ha5d64cda4ca3451382b110ce00ad2b4eG.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S10928305a821484e8f6e1662d5b04864N.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/Seaf68230a7b84ed98f23da36d492a988C.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/Sba07be98f7684bdb927bd9652132dd71m.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S66d451306cdb4473a48461c6bbd9828c0.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/Seebb76a54d3b4222a0da1b4f10f01e2dF.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S76d267157da54aa0a6982e9e1eff5d82o.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/Sccb750a982de4d0a941e4cce962e97f13.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/kf/S4a7504d56bda4b99b5bea0de01d901621.jpg_480x480.jpg_.webp,,0,0,24,0,1,good
GET,/AWSC/fireyejs/1.227.0/fireyejs.js,,0,0,22,0,1,good
GET,/dss.js,,0,0,21,0,1,good
GET,/rp?ext=51&data=jm_scCEHpJVglgCATElgyf2dlWZ&random=8351330021775472&href=https%3A%2F%2Fis.alicdn.com%2Fjs%2F6v%2Fbiz%2Fcommon%2Fstore-proxy%2Fstore-proxy2.html%3Fiframe_delete%3Dtrue&protocol=https:&callback=jsonpCallback,,0,0,21,0,1,good
GET,/sd/baxia-entry/index.js,,0,0,21,0,1,good
GET,/secdev/sufei_data/3.9.14/index.js,,0,0,21,0,1,good
GET,/AWSC/AWSC/awsc.js,,0,0,21,0,1,good
GET,/sd/baxia/2.5.11/baxiaCommon.js,,0,0,21,0,1,good
GET,/AWSC/et/1.77.3/et_n.js,,0,0,22,0,1,good
GET,/code/npm/@ali/gmod-pop-image/0.0.8/??index-pc.umd.js,,0,0,22,0,1,good
GET,/code/npm/@ali/gmod-pop-drogue/0.0.7/??index-pc.umd.js,,0,0,22,0,1,good
GET,/eg.js?t=1711133364409,,0,0,24,0,1,good
POST,/service/um.json,data=107!f41YWlD6fQ6f5ScDWPm0TF8G9UNDZpdyXIzrJ%2FqKAT10tz5SAT%2BUAy00swHrwrTcXfYmAiAp5%2FihcsxGPWCNSufKBzVtrIwLffxpDFk0zmjsqGbF7CYLNVdOB2pk%2BmvH3ipdQKfffNl0tJJiPKKXYVYoeAmfPf3HIN9iKfxwdImqXNkGLYgDK%2Fjx5SGYxXYNWPYQJyCpdu4qCfGqjSJRM3qE%2FffJ1eWfwVuoZr6pWCTCAyG2FmxAlEiytsmH6uXq%2BVABe6A9U%2FTPcLpX3N6H%2FiOStFOu1ra8z1Ib9ZBm4wYmxqZarn%2F%2Fjrsb5IuDyTpvyztC8h4SA3gRv0ZUjDuMAvZBAauZHYYrPqu6kNW7s8A0jvzfD2qny5YPxPOf6HLJWdkniLwaNviA9UPLqNL5Gk4NhObrAF1DvgR%2Fj2bTcgXbWODzkHrGDRbLYlNBIm7xiLhyei1iyjIesNKb4w5bXPQfJZiIPzS%2Fx%2F3juE0SxlP78biipCo2SIst5eN6s56rvYbaujAzjQyU8Bq%2FHI54%2FYc%3D&xa=ctl&xt=,0,0,26,0,1,good
POST,/service/um.json,data=107!fGrw3jDKfQ6f5bydWPQoTF8G9UNH00DYlX1%2FJ%2FquAT00az5SAT%2BUAy00swHrCxdWPfYmAiAp5%2FihcsxGPWCNSufd62VtrIwLffxu1sWTdUPC3GlC6ygINHVEoT5RGnh8AipKF4fffNl0tJJiPfgXYVYoeAmfPf3HIN9iKfqidIfqXNkGLYgN3Pjx5SGYxXjRWPYQJyCpdu4qCfG%2FNflyXqrE%2FffJzG3nn1LHIK%2F5Pf1ulIWmNWGcR3k9PpDqDzxtEsrh0nK2zYf8UdKdYfIFl74AwhtbDfm9Citg%2BH898916R%2B%2FkstPxsn0ed5G8JIOJSYocmxiCv6fn6R40pV2%2FCjS9fPhVqEiVl25IW9Vg5n%2FFhJMOSSrzEfa40HKeTKz5YdyY%2BFJOz8sjbXDU8UdiWoWZ6QbXPApvk0xMMdD%2BGjZ8UjfIdI68ifWD%2BlHgRYEc8OMoFeYoqz3p1TdP9fXIYPjWjZL%2BhdEdh92dNNhSBk7CyUZzqk7MQLFAw1IuLHvM5CGPIuuWjyklq3nlQboR5yrReeLgbv7pTLJrF%2BrKxAnRg6ZSYZmxoW0Fmm3%2FssAnuxraWSqwF%2FjAjf8JVXicS604nPjHyQJhswM0kO03e2jzUwGF0oj%3D&xa=ctl&xt=,0,0,26,0,1,good
GET,/gcp/300001062/328Code?disableNav=YES&pha_manifest=ssr&_immersiveMode=true&spm=a2g0o.best.poplayer.139588_228641,,0,0,42,0,1,good
GET,/p/calp-plus/index.html?spm=a2g0o.best.testStatic.5.4b352c25xbt5qj&osf=category_navigate_newTab2&queryFrom=kingKong&categoryTab=hair_extensions_%26_wigs,,0,0,42,0,1,good
GET,/w/wholesale-headphonw.html?spm=a2g0o.best.search.0,,0,0,42,0,1,good
GET,/p/calp-plus/index.html?spm=a2g0o.best.testStatic.7.4b352c25xbt5qj&osf=category_navigate_newTab2&queryFrom=kingKong&categoryTab=accessories,,0,0,42,0,1,good
GET,/w/wu.json,,0,0,21,0,1,good
